,document_id,sentence_number,sentence_text,tagged_text,ner_tag,tagged_text_loci,ner_model,probability
1216,1624310285174468608,1,namz e janaza of major muhammad jawad shaheed and captain sagheer abbas shaheed were offered at rawalpindi and kot addu respectively both officers embraced shahadat due to an improvised explosive device ied explosion during sanitisation operation in kohlu balochistan ,major,B-person,4,tner/bert-large-tweetner7-2020,0.689562
1217,1624310285174468608,1,namz e janaza of major muhammad jawad shaheed and captain sagheer abbas shaheed were offered at rawalpindi and kot addu respectively both officers embraced shahadat due to an improvised explosive device ied explosion during sanitisation operation in kohlu balochistan ,muhammad jawad shaheed,B-person,5,tner/bert-large-tweetner7-2020,0.583872
1218,1624310285174468608,1,namz e janaza of major muhammad jawad shaheed and captain sagheer abbas shaheed were offered at rawalpindi and kot addu respectively both officers embraced shahadat due to an improvised explosive device ied explosion during sanitisation operation in kohlu balochistan ,sagheer,B-person,10,tner/bert-large-tweetner7-2020,0.998729
1219,1624310285174468608,1,namz e janaza of major muhammad jawad shaheed and captain sagheer abbas shaheed were offered at rawalpindi and kot addu respectively both officers embraced shahadat due to an improvised explosive device ied explosion during sanitisation operation in kohlu balochistan ,abbas shaheed,B-person,11,tner/bert-large-tweetner7-2020,0.744989
1220,1624310285174468608,1,namz e janaza of major muhammad jawad shaheed and captain sagheer abbas shaheed were offered at rawalpindi and kot addu respectively both officers embraced shahadat due to an improvised explosive device ied explosion during sanitisation operation in kohlu balochistan ,rawalpindi,B-location,16,tner/bert-large-tweetner7-2020,0.999985
1221,1624310285174468608,1,namz e janaza of major muhammad jawad shaheed and captain sagheer abbas shaheed were offered at rawalpindi and kot addu respectively both officers embraced shahadat due to an improvised explosive device ied explosion during sanitisation operation in kohlu balochistan ,kot addu,B-location,18,tner/bert-large-tweetner7-2020,0.99991
1222,1624310285174468608,1,namz e janaza of major muhammad jawad shaheed and captain sagheer abbas shaheed were offered at rawalpindi and kot addu respectively both officers embraced shahadat due to an improvised explosive device ied explosion during sanitisation operation in kohlu balochistan ,kohlu balochistan lapd bomb,B-location,37,tner/bert-large-tweetner7-2020,0.999986
1223,1624808473564250112,1,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 ,ashura procession,B-event,10,tner/bert-large-tweetner7-2020,0.999966
1224,1624808473564250112,1,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 ,balkh district,B-location,13,tner/bert-large-tweetner7-2020,0.999983
1225,1624808473564250112,1,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 ,balkh province,B-location,16,tner/bert-large-tweetner7-2020,0.999973
1226,1624742021368844288,1,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 h ,ashura procession,B-event,10,tner/bert-large-tweetner7-2020,0.999954
1227,1624742021368844288,1,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 h ,balkh district,B-location,13,tner/bert-large-tweetner7-2020,0.999981
1228,1624742021368844288,1,rt 12 october 2016 bomb explosion a roadside ied targeted ashura procession in balkh district of balkh province killing 14 h ,balkh province,B-location,16,tner/bert-large-tweetner7-2020,0.999972
1229,1624690740478595074,1,rt speciale is very instructive here he is watching a thermobaric improvised explosive device at a training camp he real ,thermobaric improvised explosive device,B-product,10,tner/bert-large-tweetner7-2020,0.999928
1230,1624917174706995204,1, as researching jason this was the major issue jason made this such a grand thing it was not he even claimed his damn arm was near blown off from an ied and unifam eats it all up that level of injury would be like john mccains level of disability it is nuts he did this ,researching jason,B-person,2,tner/bert-large-tweetner7-2020,0.99999
1231,1624917174706995204,1, as researching jason this was the major issue jason made this such a grand thing it was not he even claimed his damn arm was near blown off from an ied and unifam eats it all up that level of injury would be like john mccains level of disability it is nuts he did this ,issue jason unifam,B-person,8,tner/bert-large-tweetner7-2020,0.999993
1232,1624675102058221568,1,rt sad tragic news coming from chattishgarh we have lost assistant commandant nitin bhalerao 206 cobra unit in ,chattishgarh,B-location,6,tner/bert-large-tweetner7-2020,0.999966
1233,1624675102058221568,1,rt sad tragic news coming from chattishgarh we have lost assistant commandant nitin bhalerao 206 cobra unit in ,nitin bhalerao,B-person,12,tner/bert-large-tweetner7-2020,0.90253
1234,1624627411143823361,1,earlier a pakistan army soldier was martyred in an improvised explosive device ied blast in khyber pakhtunkhwa s kp bannu district  ,pakistan army,B-group,2,tner/bert-large-tweetner7-2020,0.999987
1235,1624627411143823361,1,earlier a pakistan army soldier was martyred in an improvised explosive device ied blast in khyber pakhtunkhwa s kp bannu district  ,khyber pakhtunkhwa kp,B-location,15,tner/bert-large-tweetner7-2020,0.999985
1236,1624627411143823361,1,earlier a pakistan army soldier was martyred in an improvised explosive device ied blast in khyber pakhtunkhwa s kp bannu district  ,bannu district,B-location,19,tner/bert-large-tweetner7-2020,0.996602
1237,1624848860546842626,1,classic ira timer still needed a detonator edmund ed moloney book provisional ira a secret history of the ira says ira got big stockpile detonators from usa in early 1970s ,edmund ed moloney book,B-person,7,tner/bert-large-tweetner7-2020,0.999968
1238,1624848860546842626,1,classic ira timer still needed a detonator edmund ed moloney book provisional ira a secret history of the ira says ira got big stockpile detonators from usa in early 1970s ,ira,B-person,18,tner/bert-large-tweetner7-2020,0.85294
1239,1624848860546842626,1,classic ira timer still needed a detonator edmund ed moloney book provisional ira a secret history of the ira says ira got big stockpile detonators from usa in early 1970s ,detonators,B-product,24,tner/bert-large-tweetner7-2020,0.978587
1240,1624848860546842626,1,classic ira timer still needed a detonator edmund ed moloney book provisional ira a secret history of the ira says ira got big stockpile detonators from usa in early 1970s ,usa,B-location,26,tner/bert-large-tweetner7-2020,0.999982
1241,1624913797235281920,1, nope self made improved vog grenades you could also declare it as somehow professionalized ied so they explode and use small balls from furniture ball bearings as shrapnel no violation at all ,improved vog,B-product,4,tner/bert-large-tweetner7-2020,0.999921
1242,1624913320066093059,1, nope self made improved vog grenades you could also declare it as somehow professionalized ied so they explode and use small balls from furniture ball bearings as shrapnel,improved vog,B-product,4,tner/bert-large-tweetner7-2020,0.999948
1243,1625278848203128832,1,a car bomb ied went off at the gate of sayed ul shuhada highschool hazara populated school in barchi of kabul two more explosions were set off as the students rushed out of the school it killed 90 students and wounding 165 mainly school girls ,sayed ul shuhada highschool hazara,B-person,10,tner/bert-large-tweetner7-2020,0.988193
1244,1625278848203128832,1,a car bomb ied went off at the gate of sayed ul shuhada highschool hazara populated school in barchi of kabul two more explosions were set off as the students rushed out of the school it killed 90 students and wounding 165 mainly school girls ,school,B-location,16,tner/bert-large-tweetner7-2020,0.989209
1245,1625278848203128832,1,a car bomb ied went off at the gate of sayed ul shuhada highschool hazara populated school in barchi of kabul two more explosions were set off as the students rushed out of the school it killed 90 students and wounding 165 mainly school girls ,barchi kabul,B-location,18,tner/bert-large-tweetner7-2020,0.999967
1246,1625278848203128832,1,a car bomb ied went off at the gate of sayed ul shuhada highschool hazara populated school in barchi of kabul two more explosions were set off as the students rushed out of the school it killed 90 students and wounding 165 mainly school girls ,school,B-location,34,tner/bert-large-tweetner7-2020,0.995035
1247,1625227914349256724,1,rt nothing called barrel bomb its a flying ied that has been used by your israelis against us by your ame ,barrel bomb,B-product,3,tner/bert-large-tweetner7-2020,0.999956
1248,1625227914349256724,1,rt nothing called barrel bomb its a flying ied that has been used by your israelis against us by your ame ,israelis,B-person,15,tner/bert-large-tweetner7-2020,0.999637
1249,1625226259461447694,1, nothing called barrel bomb its a flying ied that has been used by your israelis against us by your americans against vietnam if you dont like the quality then ask your nato terrorists to arm us with f 35 or better not to conspire against civilians ,called barrel israelis americans,B-product,2,tner/bert-large-tweetner7-2020,0.999977
1250,1625210505311752216,1,unattended bags cause bomb scare near pcg,pcg uscg uscg,B-location,6,tner/bert-large-tweetner7-2020,0.999916
1251,1625040125485805568,1,kahan balochistan during routine ied checking operations by the pakistan army a pakistan paramilitary frontier corps balochistan bomb disposal bd and explosives ordnance disposal eod team was working on a route used by civilians and checking it for ieds an ied blast ,kahan balochistan,B-location,0,tner/bert-large-tweetner7-2020,0.990625
1252,1625040125485805568,1,kahan balochistan during routine ied checking operations by the pakistan army a pakistan paramilitary frontier corps balochistan bomb disposal bd and explosives ordnance disposal eod team was working on a route used by civilians and checking it for ieds an ied blast ,pakistan army,B-group,9,tner/bert-large-tweetner7-2020,0.999258
1253,1625040125485805568,1,kahan balochistan during routine ied checking operations by the pakistan army a pakistan paramilitary frontier corps balochistan bomb disposal bd and explosives ordnance disposal eod team was working on a route used by civilians and checking it for ieds an ied blast ,pakistan paramilitary frontier corps,B-group,12,tner/bert-large-tweetner7-2020,0.999897
1254,1625234752809889792,1,rt claimed another ied attack on coast guard today near mill road in jiwani ,coast guard,B-group,6,tner/bert-large-tweetner7-2020,0.999646
1255,1625234752809889792,1,rt claimed another ied attack on coast guard today near mill road in jiwani ,mill road,B-location,10,tner/bert-large-tweetner7-2020,0.99994
1256,1625234752809889792,1,rt claimed another ied attack on coast guard today near mill road in jiwani ,jiwani,B-location,13,tner/bert-large-tweetner7-2020,0.99996
1257,1625231955909287954,1,rt 2 wanted people were injured immediately captured by israeli forces again a lie the first soldier entered the house a ,israeli forces,B-group,9,tner/bert-large-tweetner7-2020,0.999982
1258,1625231955909287954,1,rt 2 wanted people were injured immediately captured by israeli forces again a lie the first soldier entered the house a ,house,B-location,19,tner/bert-large-tweetner7-2020,0.999446
1259,1625216455498424321,1,rt baloch liberation army azad baloch faction claims to have targeted a patrolling team of the pākistān co ,baloch liberation army,B-group,1,tner/bert-large-tweetner7-2020,0.997863
1260,1625216455498424321,1,rt baloch liberation army azad baloch faction claims to have targeted a patrolling team of the pākistān co ,azad baloch,B-group,4,tner/bert-large-tweetner7-2020,0.531145
1261,1625216455498424321,1,rt baloch liberation army azad baloch faction claims to have targeted a patrolling team of the pākistān co ,pākistān co coast,B-group,16,tner/bert-large-tweetner7-2020,0.999307
1262,1625142343732170753,1, claimed another ied attack on coast guard today near mill road in jiwani as per its spokesperson one coast guard person was killed while another one was injured is old ww ii naval base currently occupied by navy ,near mill jiwani,B-location,9,tner/bert-large-tweetner7-2020,0.999951
1263,1625142343732170753,1, claimed another ied attack on coast guard today near mill road in jiwani as per its spokesperson one coast guard person was killed while another one was injured is old ww ii naval base currently occupied by navy ,one coast,B-group,18,tner/bert-large-tweetner7-2020,0.994246
1264,1625142343732170753,1, claimed another ied attack on coast guard today near mill road in jiwani as per its spokesperson one coast guard person was killed while another one was injured is old ww ii naval base currently occupied by navy ,ii naval,B-location,32,tner/bert-large-tweetner7-2020,0.999709
1265,1625137134410809345,1, baloch liberation army azad baloch faction claims to have targeted a patrolling team of the pākistān coast guards in an ied attack today in jiwani gwadar 2 soldiers were injured in the blast ,  baloch liberation,B-group,0,tner/bert-large-tweetner7-2020,0.999828
1266,1625137134410809345,1, baloch liberation army azad baloch faction claims to have targeted a patrolling team of the pākistān coast guards in an ied attack today in jiwani gwadar 2 soldiers were injured in the blast ,army azad baloch pākistān coast jiwani gwadar,B-group,3,tner/bert-large-tweetner7-2020,0.95302
1267,1625137006471684096,1, i promised bobby henline i would do everything in my power to get you his bracelet bobby was seriously injured in an ied explosion in iraq he created forging forward to help other injured veterans he is a stand up comic and he is brave please reach out ,promised bobby,B-person,2,tner/bert-large-tweetner7-2020,0.999739
1268,1625137006471684096,1, i promised bobby henline i would do everything in my power to get you his bracelet bobby was seriously injured in an ied explosion in iraq he created forging forward to help other injured veterans he is a stand up comic and he is brave please reach out ,bracelet bobby israeli,B-person,16,tner/bert-large-tweetner7-2020,0.999985
1269,1625075654583803906,1,rt one crpf jawan injured in ied attack by terrorists in gangoo area of pulwama jammu kashmir ,terrorists,B-group,9,tner/bert-large-tweetner7-2020,0.999793
1270,1625075654583803906,1,rt one crpf jawan injured in ied attack by terrorists in gangoo area of pulwama jammu kashmir ,gangoo area,B-location,11,tner/bert-large-tweetner7-2020,0.99997
1271,1625075654583803906,1,rt one crpf jawan injured in ied attack by terrorists in gangoo area of pulwama jammu kashmir ,pulwama jammu kashmir,B-location,14,tner/bert-large-tweetner7-2020,0.981915
1272,1625261837536186368,1,he served as a combat medic a sniper and in covert surveillance in 2010 while serving in with the army magar stepped on an improvised explosive device ied which caused him to lose both his legs from above the knee ,army,B-group,19,tner/bert-large-tweetner7-2020,0.993125
1273,1625218089317986307,1,rt alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai ,coastguard personnel,B-group,5,tner/bert-large-tweetner7-2020,0.999967
1274,1625218089317986307,1,rt alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai ,improvised explosive device attack,B-event,11,tner/bert-large-tweetner7-2020,0.994035
1275,1625218089317986307,1,rt alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai ,kohsar chadai,B-location,18,tner/bert-large-tweetner7-2020,0.999967
1276,1625149638838714368,1,at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,coastguard personnel,B-group,3,tner/bert-large-tweetner7-2020,0.999796
1277,1625149638838714368,1,at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,improvised explosive,B-event,9,tner/bert-large-tweetner7-2020,0.844078
1278,1625149638838714368,1,at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,kohsar chadai jiwani area,B-location,16,tner/bert-large-tweetner7-2020,0.99998
1279,1625149638838714368,1,at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,gwadar district balochistan,B-location,21,tner/bert-large-tweetner7-2020,0.999976
1280,1625145706242613249,1,alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,coastguard personnel,B-group,4,tner/bert-large-tweetner7-2020,0.997238
1281,1625145706242613249,1,alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,improvised explosive,B-event,10,tner/bert-large-tweetner7-2020,0.809732
1282,1625145706242613249,1,alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,kohsar chadai jiwani area,B-location,17,tner/bert-large-tweetner7-2020,0.999981
1283,1625145706242613249,1,alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,gwadar district balochistan,B-location,22,tner/bert-large-tweetner7-2020,0.999978
1284,1625145706242613249,1,alert at least 2 coastguard personnel were wounded in an improvised explosive device ied attack in the kohsar chadai jiwani area of gwadar district balochistan meanwhile baloch liberation army azad in a statement has claimed the attack ,baloch liberation army azad,B-group,26,tner/bert-large-tweetner7-2020,0.991015
1285,1624992549088923652,1,crpf jawans trace and defuse 5 kg improvised explosive device ied planted by maoists on awapalli usur road in bijapur district of chhattisgarh ,awapalli usur road,B-location,15,tner/bert-large-tweetner7-2020,0.999973
1286,1624992549088923652,1,crpf jawans trace and defuse 5 kg improvised explosive device ied planted by maoists on awapalli usur road in bijapur district of chhattisgarh ,bijapur district,B-location,19,tner/bert-large-tweetner7-2020,0.999986
1287,1624992549088923652,1,crpf jawans trace and defuse 5 kg improvised explosive device ied planted by maoists on awapalli usur road in bijapur district of chhattisgarh ,chhattisgarh,B-location,22,tner/bert-large-tweetner7-2020,0.999979
1288,1624978018707075073,1,in a major success for the improvised explosive device ied weighing 5 kgs has been found and diffused in bijapur district of ,bijapur district,B-location,19,tner/bert-large-tweetner7-2020,0.999986
1289,1624969671874318337,1,taiju shiba might be experiencing intermittent explosive disorder ied where characterized by impulsive and aggressive outbursts as a child ,taiju shiba,B-person,0,tner/bert-large-tweetner7-2020,0.999995
1290,1624966495133466627,1,understanding intermittent explosive disorder ied a comorbid disorder common with odd dmdd not limited to children or teens many adults are affected and it can cause a lot of problems for people manage disorders with snap nutrients for a calm and settled state of mind ,intermittent explosive disorder,B-event,1,tner/bert-large-tweetner7-2020,0.997728
1291,1624963708110921730,1,crpf jawans trace and defuse 5 kg improvised explosive device ied planted by maoists on awapalli usur road in bijapur district of chhattisgarh ,awapalli usur road,B-location,15,tner/bert-large-tweetner7-2020,0.999973
1292,1624963708110921730,1,crpf jawans trace and defuse 5 kg improvised explosive device ied planted by maoists on awapalli usur road in bijapur district of chhattisgarh ,bijapur district,B-location,19,tner/bert-large-tweetner7-2020,0.999986
1293,1624963708110921730,1,crpf jawans trace and defuse 5 kg improvised explosive device ied planted by maoists on awapalli usur road in bijapur district of chhattisgarh ,chhattisgarh,B-location,22,tner/bert-large-tweetner7-2020,0.999979
1294,1625188895901224960,1,rt in un security council children and armed confict prevention of grave violations cites landmine ied ,security council,B-group,3,tner/bert-large-tweetner7-2020,0.999638
1295,1625177026926891008,1,in un security council children and armed confict prevention of grave violations cites landmine ied threats which can exist long after the guns are silenced risk factors affecting children should be identified at earlier stages even before conflict erupts ,security council,B-group,2,tner/bert-large-tweetner7-2020,0.999128
1296,1624990503002308608,1,i m guessing jalen is really hurt right now tho,jalen,B-person,3,tner/bert-large-tweetner7-2020,0.999994
1297,1625434980384927745,1,several police officers are feared dead after a vehicle they were travelling in ran over an improvised explosive device ied in garissa county on tuesday february 14 ,garissa county,B-location,21,tner/bert-large-tweetner7-2020,0.999982
1298,1625325278456344576,1, scum bag soldier none of them belong there what people have forgotten is it was militant israelites that invented the ied bombed their way into existence to create a strategic military outpost the gaza strip is a concentration camp even hitler didnt bomb his own camps ,militant israelites gaza,B-group,16,tner/bert-large-tweetner7-2020,0.980484
1299,1625634970763943936,1,rt an improvised explosive device at a train station killed three and injured 9 others ,improvised explosive device,B-product,2,tner/bert-large-tweetner7-2020,0.941511
1300,1625634970763943936,1,rt an improvised explosive device at a train station killed three and injured 9 others ,train station,B-location,7,tner/bert-large-tweetner7-2020,0.999927
1301,1625631255264915456,1,an improvised explosive device at a train station killed three and injured 9 others  read more ,improvised explosive device,B-product,1,tner/bert-large-tweetner7-2020,0.310489
1302,1625631255264915456,1,an improvised explosive device at a train station killed three and injured 9 others  read more ,train station,B-location,6,tner/bert-large-tweetner7-2020,0.999941
1303,1625628059788365825,1,rt breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the gariss ,border patrol officers,B-group,3,tner/bert-large-tweetner7-2020,0.997327
1304,1625628059788365825,1,rt breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the gariss ,dadaab,B-location,10,tner/bert-large-tweetner7-2020,0.99998
1305,1625628059788365825,1,rt breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the gariss ,gariss,B-location,20,tner/bert-large-tweetner7-2020,0.999971
1306,1625611946945814536,1,rt breaking 3 border patrol officers killed 1 injured in dadaab after their vehicle runs over ied planted on the garissa d ,dadaab,B-location,10,tner/bert-large-tweetner7-2020,0.999967
1307,1625611946945814536,1,rt breaking 3 border patrol officers killed 1 injured in dadaab after their vehicle runs over ied planted on the garissa d ,garissa d,B-location,20,tner/bert-large-tweetner7-2020,0.999975
1308,1625611759439556609,1,rt three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and o ,suku camp,B-location,8,tner/bert-large-tweetner7-2020,0.999987
1309,1625611759439556609,1,rt three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and o ,daadab,B-location,11,tner/bert-large-tweetner7-2020,0.999971
1310,1625611759439556609,1,rt three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and o ,garissa,B-location,16,tner/bert-large-tweetner7-2020,0.999988
1311,1625601092091256837,1,rt breaking 3 border patrol officers killed 1 injured in dadaab after their vehicle runs over ied planted on the gariss ,dadaab,B-location,10,tner/bert-large-tweetner7-2020,0.99998
1312,1625601092091256837,1,rt breaking 3 border patrol officers killed 1 injured in dadaab after their vehicle runs over ied planted on the gariss ,gariss,B-location,20,tner/bert-large-tweetner7-2020,0.999967
1313,1625594956370042881,1, jahil insaan kabhi janazy ko kandha diya hy ye log pdm ki govt may bhi bethy hy upper sy sympathy bhi lety hy mera apna cousin ki shahdat hui hy waziristan may ied blast may hamsaya injured hua hy usko neck injuries ayi hy begharto k supporter,  jahil insaan,B-person,0,tner/bert-large-tweetner7-2020,0.941227
1314,1625588764918820865,1,rt attack in garissa 3 police officers killed in ied attack along garissa dadaab road one police officer injured in the ,garissa,B-location,3,tner/bert-large-tweetner7-2020,0.999983
1315,1625588764918820865,1,rt attack in garissa 3 police officers killed in ied attack along garissa dadaab road one police officer injured in the ,garissa dadaab road,B-location,12,tner/bert-large-tweetner7-2020,0.999962
1316,1625578135461789696,1,update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and one injured after their vehicle ran over an improvised explosive device ied planted by suspected alshabab terror group earlier today ,suku camp,B-location,8,tner/bert-large-tweetner7-2020,0.999964
1317,1625578135461789696,1,update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and one injured after their vehicle ran over an improvised explosive device ied planted by suspected alshabab terror group earlier today ,daadab,B-location,11,tner/bert-large-tweetner7-2020,0.999955
1318,1625578135461789696,1,update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and one injured after their vehicle ran over an improvised explosive device ied planted by suspected alshabab terror group earlier today ,garissa,B-location,16,tner/bert-large-tweetner7-2020,0.999985
1319,1625578135461789696,1,update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and one injured after their vehicle ran over an improvised explosive device ied planted by suspected alshabab terror group earlier today ,alshabab terror group,B-group,37,tner/bert-large-tweetner7-2020,0.999897
1320,1625575143895363586,1,rt breaking 3 border patrol officers killed 1 injured in dadaab after their vehicle runs over ied planted on the garissa da ,dadaab,B-location,10,tner/bert-large-tweetner7-2020,0.999971
1321,1625575143895363586,1,rt breaking 3 border patrol officers killed 1 injured in dadaab after their vehicle runs over ied planted on the garissa da ,garissa da,B-location,20,tner/bert-large-tweetner7-2020,0.999972
1322,1625568007241011227,1,rt police suspect that al shabaab militants are responsible for the attack ,al shabaab militants,B-group,4,tner/bert-large-tweetner7-2020,0.99997
1323,1625566868948848661,1,police suspect that al shabaab militants are responsible for the attack ,al shabaab militants,B-group,3,tner/bert-large-tweetner7-2020,0.999972
1324,1625558798495625216,1,attack in garissa 3 police officers killed in ied attack along garissa dadaab road one police officer injured in the ied attack officers were enroute to garissa when vehicle ran over ied ,garissa,B-location,2,tner/bert-large-tweetner7-2020,0.999977
1325,1625558798495625216,1,attack in garissa 3 police officers killed in ied attack along garissa dadaab road one police officer injured in the ied attack officers were enroute to garissa when vehicle ran over ied ,garissa dadaab road,B-location,11,tner/bert-large-tweetner7-2020,0.999955
1326,1625558798495625216,1,attack in garissa 3 police officers killed in ied attack along garissa dadaab road one police officer injured in the ied attack officers were enroute to garissa when vehicle ran over ied ,garissa iraq,B-location,26,tner/bert-large-tweetner7-2020,0.999981
1327,1625531810158374913,1,three rapid border patrol unit officers died and one injured after a vehicle they were in ran over an improvised explosive device ied on tuesday in s dadaab on the garissa dadaab highway local media reported,rapid border patrol unit officers,B-group,1,tner/bert-large-tweetner7-2020,0.999919
1328,1625531810158374913,1,three rapid border patrol unit officers died and one injured after a vehicle they were in ran over an improvised explosive device ied on tuesday in s dadaab on the garissa dadaab highway local media reported,garissa dadaab highway,B-location,30,tner/bert-large-tweetner7-2020,0.999975
1329,1625529666399240192,1,rt three rapid border patrol unit officers died and one injured after a vehicle they were in ran over an improvised explosi ,rapid border patrol unit officers,B-group,2,tner/bert-large-tweetner7-2020,0.999888
1330,1625529138592333825,1,three rapid border patrol unit officers died and one injured after a vehicle they were in ran over an improvised explosive device ied at dadaab on the garissa dadaab highway ,rapid border patrol unit officers,B-group,1,tner/bert-large-tweetner7-2020,0.999807
1331,1625529138592333825,1,three rapid border patrol unit officers died and one injured after a vehicle they were in ran over an improvised explosive device ied at dadaab on the garissa dadaab highway ,dadaab,B-location,24,tner/bert-large-tweetner7-2020,0.981326
1332,1625529138592333825,1,three rapid border patrol unit officers died and one injured after a vehicle they were in ran over an improvised explosive device ied at dadaab on the garissa dadaab highway ,garissa dadaab highway,B-location,27,tner/bert-large-tweetner7-2020,0.99996
1333,1625520195857948674,1,rt during the gunfire exchange a 17 yo palestinian who was throwing an ied mohammed alaidi was shot dead by israeli soldiers ,mohammed alaidi,B-person,14,tner/bert-large-tweetner7-2020,0.999994
1334,1625520195857948674,1,rt during the gunfire exchange a 17 yo palestinian who was throwing an ied mohammed alaidi was shot dead by israeli soldiers ,israeli soldiers,B-group,20,tner/bert-large-tweetner7-2020,0.999985
1335,1625516979707576320,1,rt update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives ,suku camp,B-location,9,tner/bert-large-tweetner7-2020,0.999987
1336,1625516979707576320,1,rt update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives ,daadab,B-location,12,tner/bert-large-tweetner7-2020,0.999964
1337,1625516979707576320,1,rt update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives ,garissa south bosaso,B-location,17,tner/bert-large-tweetner7-2020,0.999988
1338,1625496521457401862,1,rt some police officers feared dead and others seriously injured after their vehicle overran an ied explosive in garissa keny ,police officers,B-person,2,tner/bert-large-tweetner7-2020,0.968007
1339,1625496521457401862,1,rt some police officers feared dead and others seriously injured after their vehicle overran an ied explosive in garissa keny ,garissa keny,B-location,18,tner/bert-large-tweetner7-2020,0.999985
1340,1625496282264666113,1,breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the garissa dadaab highway r l p fallen soldiers ,dadaab,B-location,9,tner/bert-large-tweetner7-2020,0.999961
1341,1625496282264666113,1,breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the garissa dadaab highway r l p fallen soldiers ,garissa dadaab highway,B-location,19,tner/bert-large-tweetner7-2020,0.999974
1342,1625496282264666113,1,breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the garissa dadaab highway r l p fallen soldiers ,soldiers,B-group,26,tner/bert-large-tweetner7-2020,0.772937
1343,1625494651863207936,1,breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the garissa dadaab highway r l p fallen soldiers ,dadaab,B-location,9,tner/bert-large-tweetner7-2020,0.999961
1344,1625494651863207936,1,breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the garissa dadaab highway r l p fallen soldiers ,garissa dadaab highway,B-location,19,tner/bert-large-tweetner7-2020,0.999974
1345,1625494651863207936,1,breaking three border patrol officers killed one injured in dadaab after their vehicle runs over ied planted on the garissa dadaab highway r l p fallen soldiers ,soldiers,B-group,26,tner/bert-large-tweetner7-2020,0.772937
1346,1625477820594937859,1,update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and one injured after their vehicle ran over an improvised explosive device ied planted by suspected alshabab terror group earlier today ,suku camp,B-location,8,tner/bert-large-tweetner7-2020,0.999964
1347,1625477820594937859,1,update three border patrol unit police officers from suku camp in daadab who were traveling to garissa have lost their lives and one injured after their vehicle ran over an improvised explosive device ied planted by suspected alshabab terror group earlier today ,daadab,B-location,11,tner/bert-large-tweetner7-2020,0.999955
