id,foundation_name,tweet,tweet_date,tweeted_by_foundation,query_term,handle_type,region,tweet_pp,Topic,Count,Name
1523905926108831745,Anfrel, will be joining a panel of election observers and monitors to discuss the 2022 national and local in the join us tomorrow 11 may 2022 at 4 p m manila time  know more here ,2022-05-10,True,@Anfrel,Org,Asia, will be joining a panel of election observers and monitors to discuss the 2022 national and local in the join us tomorrow 11 may 2022 at 4 p m manila time  know more here ,4,28,4_2022_repo_observation_icymi
1523883383721725952,Anfrel, is holding a press conference tomorrow 11 may 2022 at 9 a m manila time to release the initial findings of its observation of the 2022 national and local in the  ,2022-05-10,True,@Anfrel,Org,Asia, is holding a press conference tomorrow 11 may 2022 at 9 a m manila time to release the initial findings of its observation of the 2022 national and local in the  ,4,28,4_2022_repo_observation_icymi
1523884891745972224,DVB_English,rt update sources have confirmed that kbzs deputy ceo was questioned by operatives from military intelligence and has since ,2022-05-10,True,@DVB_English,News,Myanmar, update sources have confirmed that kbzs deputy ceo was questioned by operatives from military intelligence and has since ,-1,168,-1_people_at_to_in
1524467057949032452,MyanmarWitness,rt ive seen lots of people worried attention on ukraine is waning this is important we know it does happen eyes have lo ,2022-05-11,True,@MyanmarWitness,Org,Myanmar, ive seen lots of people worried attention on ukraine is waning this is impoant we know it does happen eyes have lo ,0,95,0_myanmar_burma_military_myanmars
1524404379469500417,PVamplify,rt will us pres biden confront leaders on military junta at may 12 13 summit debbie stothard o ,2022-05-11,True,@PVamplify,Org,Myanmar, will us pres biden confront leaders on military junta at may 12 13 summit debbie stothard o ,2,61,2_junta_13_juntas_they
1524283010903797760,PVamplify,rt altsean burma is one of the 765 organizations voicing our concern over decision to put the military junta in control of ,2022-05-11,True,@PVamplify,Org,Myanmar, altsean burma is one of the 765 organizations voicing our concern over decision to put the military junta in control of ,0,95,0_myanmar_burma_military_myanmars
1524299857896550403,Anfrel,rt asias largest election monitoring body notes is peaceful transmission of preliminary results to ,2022-05-11,True,@Anfrel,Org,Asia, asias largest election monitoring body notes is peaceful transmission of preliminary results to ,1,65,1_elections_asian_free_here
1524299773272104961,Anfrel,rt  what happened in the tune in for a debrief with and hea ,2022-05-11,True,@Anfrel,Org,Asia,  what happened in the tune in for a debrief with and hea ,9,11,9_hybrid_register_debrief_sharing
1524252838607876097,Anfrel,rt i went along to s interim statement on the philippine national and local elections release this morning its not gr ,2022-05-11,True,@Anfrel,Org,Asia, i went along to s interim statement on the philippine national and local elections release this morning its not gr ,1,65,1_elections_asian_free_here
1524200047843639296,Anfrel,the asian network for free elections releases the initial findings of their observation of the 2022 national and local in the  read the full interim statement here ,2022-05-11,True,@Anfrel,Org,Asia,the asian network for free elections releases the initial findings of their observation of the 2022 national and local in the  read the full interim statement here ,1,65,1_elections_asian_free_here
1524194087746039808,Anfrel,live the asian network for free elections releases its interim statement on the 2022 national and local in the  ,2022-05-11,True,@Anfrel,Org,Asia,live the asian network for free elections releases its interim statement on the 2022 national and local in the  ,1,65,1_elections_asian_free_here
1524192831300313089,Anfrel,rt next month cambodia will holds its local polls but dont expect credible elections warns ,2022-05-11,True,@Anfrel,Org,Asia, next month cambodia will holds its local polls but dont expect credible elections warns ,1,65,1_elections_asian_free_here
1524383113186803712,ChinHumanRights,deputy executive director of salai za uk ling said that asean has breached its 5pc by making the decision to provide humanitarian assistance to myanmar after consulting only with the regime s representative and excluding other stakeholders ,2022-05-11,True,@ChinHumanRights,Org,Myanmar,deputy executive director of salai za uk ling said that asean has breached its 5pc by making the decision to provide humanitarian assistance to myanmar after consulting only with the regime s representative and excluding other stakeholders ,-1,168,-1_people_at_to_in
1524290601545793536,JusticeMyanmar,rt why is inviting a representative of the military junta to speak at a business forum we echo the calls of ,2022-05-11,True,@JusticeMyanmar,Org,Myanmar, why is inviting a representative of the military junta to speak at a business forum we echo the calls of ,2,61,2_junta_13_juntas_they
1524600274203017216,aapp_burma,rt join us in honoring the work of the in a special hybrid ceremony in person rsvp to info office ber ,2022-05-12,True,@aapp_burma,Org,Myanmar, join us in honoring the work of the in a special hybrid ceremony in person rsvp to info office ber ,9,11,9_hybrid_register_debrief_sharing
1524752172818497536,Altsean,rt altsean burmas latest factsheet with international response to situation highlights sluggishnes ,2022-05-12,True,@Altsean,Org,Myanmar, altsean burmas latest factsheet with international response to situation highlights sluggishnes ,0,95,0_myanmar_burma_military_myanmars
1524623152214515714,Anfrel, joins non profit organizations in expressing serious concerns about s draft act on the operations of not for profit organizations in a joint letter addressed to us president joe biden read the letter here ,2022-05-12,True,@Anfrel,Org,Asia, joins non profit organizations in expressing serious concerns about s draft act on the operations of not for profit organizations in a joint letter addressed to us president joe biden read the letter here ,-1,168,-1_people_at_to_in
1525232903529320448,OCHAAsiaPac,rt sri lanka find the administrative boundaries levels 0 4 for on hdx via  ,2022-05-13,True,@OCHAAsiaPac,Org,Asia Pacific, sri lanka find the administrative boundaries levels 0 4 for on hdx via  ,-1,168,-1_people_at_to_in
1525097656577847299,Altsean,rt remains grossly underfunded while has already received 4 2 bil w over 10 bil pledged unocha ,2022-05-13,True,@Altsean,Org,Myanmar, remains grossly underfunded while has already received 4 2 bil w over 10 bil pledged unocha ,3,31,3_humanitarian_beyond_five_point
1524921115327418373,Anfrel,today is election day in nepal more than 17 million registered voters are invited to cast their ballot for the 2022 local polling stations are open from 7 a m to 5 p m wishes the people of a peaceful and safe elections ,2022-05-13,True,@Anfrel,Org,Asia,today is election day in nepal more than 17 million registered voters are invited to cast their ballot for the 2022 local polling stations are open from 7 a m to 5 p m wishes the people of a peaceful and safe elections ,1,65,1_elections_asian_free_here
1525542391360409600,kyawhsanhlaing1,rt for opinion writing this excellent piece by argued that as myanmar rises up against the military it must ,2022-05-14,True,@kyawhsanhlaing1,Journalist,Myanmar, for opinion writing this excellent piece by argued that as myanmar rises up against the military it must ,0,95,0_myanmar_burma_military_myanmars
1525940374690217986,MTA_Calendar,and that is all we have for the moment thanks to for flagging events to us as always we really appreciate it as our team cant catch even a fraction of events that occur in the we know we miss a lot sorry 6,2022-05-15,True,@MTA_Calendar,Org,Asia,and that is all we have for the moment thanks to for flagging events to us as always we really appreciate it as our team cant catch even a fraction of events that occur in the we know we miss a lot sorry 6,7,25,7_miss_dont_series_30am
1526065154152140800,Anfrel, released its interim statement on their observation of the recently concluded 2022 national and local in the anfrel noted several issues and challenges observed read the full statement here ,2022-05-16,True,@Anfrel,Org,Asia, released its interim statement on their observation of the recently concluded 2022 national and local in the anfrel noted several issues and challenges observed read the full statement here ,4,28,4_2022_repo_observation_icymi
1526063977205493760,Anfrel,rt this coming wed 18 may at come hear about the redux puzzling out the election and politics wi ,2022-05-16,True,@Anfrel,Org,Asia, this coming wed 18 may at come hear about the redux puzzling out the election and politics wi ,1,65,1_elections_asian_free_here
1526550741724315653,MyanmarWitness, deserting the military cited in this article about the growing number of soldiers in who are quitting the army ,2022-05-17,True,@MyanmarWitness,Org,Myanmar, deseing the military cited in this aicle about the growing number of soldiers in who are quitting the army ,2,61,2_junta_13_juntas_they
1526451046473670656,MyanmarWitness,rt 10 april 2022 kayin myawaddy 16 593190 98 525429 buildings damaged in lay kay kaw we geolocated footage show ,2022-05-17,True,@MyanmarWitness,Org,Myanmar, 10 april 2022 kayin myawaddy 16 593190 98 525429 buildings damaged in lay kay kaw we geolocated footage show ,4,28,4_2022_repo_observation_icymi
1526442556401127424,PVamplify,rt the international community must not fall into the junta s peace talks trap and instead step up actions to sever th ,2022-05-17,True,@PVamplify,Org,Myanmar, the international community must not fall into the junta s peace talks trap and instead step up actions to sever th ,2,61,2_junta_13_juntas_they
1526479146528157696,JusticeMyanmar,rt putins despair and hope for eastern tyrannies is behind s attempts to deal with myanmars junta and where it migh ,2022-05-17,True,@JusticeMyanmar,Org,Myanmar, putins despair and hope for eastern tyrannies is behind s attempts to deal with myanmars junta and where it migh ,0,95,0_myanmar_burma_military_myanmars
1526794417751080960,Anfrel,rt tonight 7pm veteran se asia correspondent and philippines expert will discuss the problemat ,2022-05-18,True,@Anfrel,Org,Asia, tonight 7pm veteran se asia correspondent and philippines expe will discuss the problemat ,1,65,1_elections_asian_free_here
1526897532974305283,JusticeMyanmar,rt seems dont like it when you reply to one of their tweets with a link about them blocking ,2022-05-18,True,@JusticeMyanmar,Org,Myanmar, seems dont like it when you reply to one of their tweets with a link about them blocking ,-1,168,-1_people_at_to_in
1526759082488897536,JusticeMyanmar,rt says lebanon s m1 group transferred control of to army linked company shwe byain ,2022-05-18,True,@JusticeMyanmar,Org,Myanmar, says lebanon s m1 group transferred control of to army linked company shwe byain ,2,61,2_junta_13_juntas_they
1527310889543602176,WITNESS_Asia,rt protests are ongoing in it is essential that demonstrators know how to safely and ethically film po ,2022-05-19,True,@WITNESS_Asia,Org,Asia, protests are ongoing in it is essential that demonstrators know how to safely and ethically film po ,8,13,8_filming_protests_safely_ethically
1528425396382867457,WomensPeaceNW,rt tomorrow join us for the annual evans sahnoun lecture on feat a keynote by un special representative on ,2022-05-22,True,@WomensPeaceNW,Org,Myanmar, tomorrow join us for the annual evans sahnoun lecture on feat a keynote by un special representative on ,3,31,3_humanitarian_beyond_five_point
1528179083057717249,Anfrel,the asian network for free elections wishes the people of safe and peaceful in bangkok and pattaya today 22 may 2022 polling stations are open from 8 a m to 5 p m for eligible voters are invited to cast their ballots ,2022-05-22,True,@Anfrel,Org,Asia,the asian network for free elections wishes the people of safe and peaceful in bangkok and pattaya today 22 may 2022 polling stations are open from 8 a m to 5 p m for eligible voters are invited to cast their ballots ,1,65,1_elections_asian_free_here
1528461721215827968,ChinHumanRights,why would a regime in control be resorting to airstrikes and mass atrocities against civilian populations at the cost of their already shattered intl image humbly invites to witness just how things are on the ground in chin ,2022-05-22,True,@ChinHumanRights,Org,Myanmar,why would a regime in control be resoing to airstrikes and mass atrocities against civilian populations at the cost of their already shattered intl image humbly invites to witness just how things are on the ground in chin ,0,95,0_myanmar_burma_military_myanmars
1528271911087927296,ChinHumanRights,the latest official data from mizoram shows over 32k registered refugees an upward trend suggested by as more become aware of the process chros figure shows 45 50000 already in the state bound to increase as conflicts worsen in chin ,2022-05-22,True,@ChinHumanRights,Org,Myanmar,the latest official data from mizoram shows over 32k registered refugees an upward trend suggested by as more become aware of the process chros figure shows 45 50000 already in the state bound to increase as conflicts worsen in chin ,6,25,6_rohingya_genocide_refugees_mizoram
1528732937155448832,MyanmarWitness,rt progress update 23 may 2022 myanmar witness collects evidence of human rights incidents in myanmar to hold those wh ,2022-05-23,True,@MyanmarWitness,Org,Myanmar, progress update 23 may 2022 myanmar witness collects evidence of human rights incidents in myanmar to hold those wh ,-1,168,-1_people_at_to_in
1528713691172044801,WomensPeaceNW,rt starting shortly join us on webex for the annual evans sahnoun lecture on feat a keynote by un special representative on ,2022-05-23,True,@WomensPeaceNW,Org,Myanmar, staing sholy join us on webex for the annual evans sahnoun lecture on feat a keynote by un special representative on ,3,31,3_humanitarian_beyond_five_point
1528595006323576832,JusticeMyanmar,rt air force lt col hlwan moe who received training in is deployed w forces that hv been implicated in serio ,2022-05-23,True,@JusticeMyanmar,Org,Myanmar, air force lt col hlwan moe who received training in is deployed w forces that hv been implicated in serio ,-1,168,-1_people_at_to_in
1528581868568072193,JusticeMyanmar,rt new from and a air force lieutenant colonel who received military training in japan is deplo ,2022-05-23,True,@JusticeMyanmar,Org,Myanmar, new from and a air force lieutenant colonel who received military training in japan is deplo ,0,95,0_myanmar_burma_military_myanmars
1528545601260240897,JusticeMyanmar,rt new a japan trained myanmar military officer is stationed at an air force base implicated in serious abuses including in ,2022-05-23,True,@JusticeMyanmar,Org,Myanmar, new a japan trained myanmar military officer is stationed at an air force base implicated in serious abuses including in ,0,95,0_myanmar_burma_military_myanmars
1528805663480107008,waiwainu,rt highlighting that while everyone emphasizes importance of women s voices in atrocity prevent ,2022-05-23,True,@waiwainu,Activist,Myanmar, highlighting that while everyone emphasizes impoance of women s voices in atrocity prevent ,-1,168,-1_people_at_to_in
1528757888189177856,waiwainu,rt speaking on how women human rights defenders must be protected in order to effectively carry out their work the ,2022-05-23,True,@waiwainu,Activist,Myanmar, speaking on how women human rights defenders must be protected in order to effectively carry out their work the ,5,26,5_rights_human_violations_abuses
1529020913345503233,aapp_burma,rt 24th may join aapp at the 2021 seán macbride peace prize award ceremony either in person at the ipb berlin office by rsv ,2022-05-24,True,@aapp_burma,Org,Myanmar, 24th may join aapp at the 2021 seán macbride peace prize award ceremony either in person at the ipb berlin office by rsv ,7,25,7_miss_dont_series_30am
1528977550113796097,PVamplify,rt must abandon the five point consensus and form a new approach that deals with a terrorist group the myanmar m ,2022-05-24,True,@PVamplify,Org,Myanmar, must abandon the five point consensus and form a new approach that deals with a terrorist group the myanmar m ,0,95,0_myanmar_burma_military_myanmars
1529019098646315008,Altsean,rt it took the west two days to target russias main forex sources 15 months into the coup the junta still earns 1 ,2022-05-24,True,@Altsean,Org,Myanmar, it took the west two days to target russias main forex sources 15 months into the coup the junta still earns 1 ,2,61,2_junta_13_juntas_they
1529196061373472770,BHRNUK,rt the burma human rights network says the myanmar junta has intensified persecution of muslims since the feb 2021 coup wha ,2022-05-24,True,@BHRNUK,Org,Myanmar, the burma human rights network says the myanmar junta has intensified persecution of muslims since the feb 2021 coup wha ,0,95,0_myanmar_burma_military_myanmars
1529197630034628609,nslwin,rt there s no real action at all comparing to the as of now how they have been taking the action for the legal matt ,2022-05-24,True,@nslwin,Activist,Myanmar, there s no real action at all comparing to the as of now how they have been taking the action for the legal matt ,5,26,5_rights_human_violations_abuses
1529299261606998016,OCHAAsiaPac,rt published lessons outcomes on aid accountability looks at collective approaches to accountability to affected people ,2022-05-25,True,@OCHAAsiaPac,Org,Asia Pacific, published lessons outcomes on aid accountability looks at collective approaches to accountability to affected people ,-1,168,-1_people_at_to_in
1529319094704517120,Anfrel, there are already questions about how free and fair the upcoming commune will be said in its pre election analysis that the ballot is unlikely to be fair credible transparent inclusive and peaceful  ,2022-05-25,True,@Anfrel,Org,Asia, there are already questions about how free and fair the upcoming commune will be said in its pre election analysis that the ballot is unlikely to be fair credible transparent inclusive and peaceful  ,1,65,1_elections_asian_free_here
1529295336493416448,JusticeMyanmar,rt re upping this no longer paywalled re new zealand allegedly legitimising putins regime whom we are sanctioning ,2022-05-25,True,@JusticeMyanmar,Org,Myanmar, re upping this no longer paywalled re new zealand allegedly legitimising putins regime whom we are sanctioning ,-1,168,-1_people_at_to_in
1529537018358792192,Gambia_MOJ,rt  president jammeh will face justice for the atrocities that he committed in this country says dawda ,2022-05-25,True,@Gambia_MOJ,Govt,Gambia,  president jammeh will face justice for the atrocities that he committed in this country says dawda ,6,25,6_rohingya_genocide_refugees_mizoram
1529759643844501504,WITNESS_Asia,rt to all those filming the ongoing protests in make sure you have the info you need to capture critical footage sa ,2022-05-26,True,@WITNESS_Asia,Org,Asia, to all those filming the ongoing protests in make sure you have the info you need to capture critical footage sa ,8,13,8_filming_protests_safely_ethically
1529881671834558464,YasminJUllah,rt 6 the truth is never again has never been true not after the nuremberg trials not after the rwandan ,2022-05-26,True,@YasminJUllah,Activist,Myanmar, 6 the truth is never again has never been true not after the nuremberg trials not after the rwandan ,6,25,6_rohingya_genocide_refugees_mizoram
1529881623780397056,YasminJUllah,rt 5 the need to over intellectualize the meaning of atrocity crimes are often directed to people from the communities ,2022-05-26,True,@YasminJUllah,Activist,Myanmar, 5 the need to over intellectualize the meaning of atrocity crimes are often directed to people from the communities ,8,13,8_filming_protests_safely_ethically
1529881392389050371,YasminJUllah,rt on s s says political solutions needed for crisis we urge regi ,2022-05-26,True,@YasminJUllah,Activist,Myanmar, on s s says political solutions needed for crisis we urge regi ,10,10,10_reach_education_principled_mindset
1529716999676276736,YasminJUllah,rt i believe the world didnt care in the 1st place thats what said when asked if world has forgotten about t ,2022-05-26,True,@YasminJUllah,Activist,Myanmar, i believe the world didnt care in the 1st place thats what said when asked if world has forgotten about t ,-1,168,-1_people_at_to_in
1529695573753798657,YasminJUllah,rt has the world forgotten about the catch the amazing speaking of the ,2022-05-26,True,@YasminJUllah,Activist,Myanmar, has the world forgotten about the catch the amazing speaking of the ,-1,168,-1_people_at_to_in
1529695195465326594,YasminJUllah,rt the un demands int l support for struggling to survive on s i ask ,2022-05-26,True,@YasminJUllah,Activist,Myanmar, the un demands int l suppo for struggling to survive on s i ask ,10,10,10_reach_education_principled_mindset
1529731605803433984,ChinHumanRights,among these civilian victims of massacres are 10 ethnic chins including a 13 yr ld boy whose dead bodies were found with throats slashed blind folded and hands tied to their backs on jan 6 and reported by ,2022-05-26,True,@ChinHumanRights,Org,Myanmar,among these civilian victims of massacres are 10 ethnic chins including a 13 yr ld boy whose dead bodies were found with throats slashed blind folded and hands tied to their backs on jan 6 and repoed by ,2,61,2_junta_13_juntas_they
1530074432563056640,aapp_burma,rt were a proud partner and will continue to support their remarkable and unwavering dedication to peace and the ,2022-05-27,True,@aapp_burma,Org,Myanmar, were a proud paner and will continue to suppo their remarkable and unwavering dedication to peace and the ,7,25,7_miss_dont_series_30am
1530074093432623104,aapp_burma,rt congratulations to for receiving 2021 sean macbride peace prize we continue to wit ,2022-05-27,True,@aapp_burma,Org,Myanmar, congratulations to for receiving 2021 sean macbride peace prize we continue to wit ,-1,168,-1_people_at_to_in
1530004198154113024,OCHAAsiaPac,rt dont miss it sharing session on regional standby mechanisms today 9 00 10 30 am gmt 8 bndcc1 3rd ,2022-05-27,True,@OCHAAsiaPac,Org,Asia Pacific, dont miss it sharing session on regional standby mechanisms today 9 00 10 30 am gmt 8 bndcc1 3rd ,7,25,7_miss_dont_series_30am
1530068494003281921,WITNESS_Asia,rt when filming for evidence in burma and beyond know your rights protect encrypt or delete sensitive info do a se ,2022-05-27,True,@WITNESS_Asia,Org,Asia, when filming for evidence in burma and beyond know your rights protect encrypt or delete sensitive info do a se ,8,13,8_filming_protests_safely_ethically
1530107581061992449,YasminJUllah,rt without education we will not be able to move forward told me on s ,2022-05-27,True,@YasminJUllah,Activist,Myanmar, without education we will not be able to move forward told me on s ,10,10,10_reach_education_principled_mindset
1529989545135026176,JusticeMyanmar,rt  has warned that the junta has weaponised telecommunications in its campaign of terror and telenor ,2022-05-27,True,@JusticeMyanmar,Org,Myanmar,  has warned that the junta has weaponised telecommunications in its campaign of terror and telenor ,2,61,2_junta_13_juntas_they
1531266434675855360,Altsean,rt the fall in coverage by target group in is devastating bec of the coup children will be drastical ,2022-05-30,True,@Altsean,Org,Myanmar, the fall in coverage by target group in is devastating bec of the coup children will be drastical ,2,61,2_junta_13_juntas_they
1531280569731932160,Anfrel,rt tharindu abeyrathna of briefs about his organizations observations of the election including vote buyin ,2022-05-30,True,@Anfrel,Org,Asia, tharindu abeyrathna of briefs about his organizations observations of the election including vote buyin ,1,65,1_elections_asian_free_here
1531078953271988224,Anfrel,rt tomorrow 5 30 evening in come to the to hear all the updates analysis about the election w ,2022-05-30,True,@Anfrel,Org,Asia, tomorrow 5 30 evening in come to the to hear all the updates analysis about the election w ,1,65,1_elections_asian_free_here
1531575759944708096,Altsean,rt and risk complicity in juntas weaponisation of aid and atrocity crimes  history is doo ,2022-05-31,True,@Altsean,Org,Myanmar, and risk complicity in juntas weaponisation of aid and atrocity crimes  history is doo ,2,61,2_junta_13_juntas_they
1531742563857833984,Anfrel,its election day today in around 44 3 million eligible voters are invited to participate polling stations open at 6 a m and close at 6 p m wishes the people of south korea a safe and peaceful ,2022-05-31,True,@Anfrel,Org,Asia,its election day today in around 44 3 million eligible voters are invited to paicipate polling stations open at 6 a m and close at 6 p m wishes the people of south korea a safe and peaceful ,1,65,1_elections_asian_free_here
1531546270795304960,Anfrel, is set to hold its commune and sangkat council this sunday 5 june 2022 in its pre election assessment found that the country still falls short of meeting democratic election standards read the report here ,2022-05-31,True,@Anfrel,Org,Asia, is set to hold its commune and sangkat council this sunday 5 june 2022 in its pre election assessment found that the country still falls sho of meeting democratic election standards read the repo here ,-1,168,-1_people_at_to_in
1531455673506025472,Anfrel, program officer tharindu abeyrathna presented yesterday the initial findings of anfrels observations of the in the in a panel discussion hosted by read the statement here watch here ,2022-05-31,True,@Anfrel,Org,Asia, program officer tharindu abeyrathna presented yesterday the initial findings of anfrels observations of the in the in a panel discussion hosted by read the statement here watch here ,4,28,4_2022_repo_observation_icymi
1531438303555502080,JusticeMyanmar,rt a chambers networking event sponsored by the hong kong government has come under fire after choosing yangon s military aff ,2022-05-31,True,@JusticeMyanmar,Org,Myanmar, a chambers networking event sponsored by the hong kong government has come under fire after choosing yangon s military aff ,1,65,1_elections_asian_free_here
1532110303453777922,PVamplify,rt weaponization of humanitarian aid founder is on the experts platform for m ,2022-06-01,True,@PVamplify,Org,Myanmar, weaponization of humanitarian aid founder is on the expes platform for m ,3,31,3_humanitarian_beyond_five_point
1531904281309499392,PVamplify,rt  after this i m sure that citizens the govt will accept people as we have participa ,2022-06-01,True,@PVamplify,Org,Myanmar,  after this i m sure that citizens the govt will accept people as we have paicipa ,-1,168,-1_people_at_to_in
1531882195484573697,PVamplify,rt number of displaced in due to crosses 1 million aid delivery still slow not wide reaching en ,2022-06-01,True,@PVamplify,Org,Myanmar, number of displaced in due to crosses 1 million aid delivery still slow not wide reaching en ,-1,168,-1_people_at_to_in
1531883341556764674,Anfrel,rt as argued in a recent report undemocratic elements in the current legal framework continue to allow room for abuse ,2022-06-01,True,@Anfrel,Org,Asia, as argued in a recent repo undemocratic elements in the current legal framework continue to allow room for abuse ,5,26,5_rights_human_violations_abuses
1531855809919037441,Anfrel, here are the incidents and developments in that the asian network for free elections monitored from 2 29 may 2022  read the full update here ,2022-06-01,True,@Anfrel,Org,Asia, here are the incidents and developments in that the asian network for free elections monitored from 2 29 may 2022  read the full update here ,1,65,1_elections_asian_free_here
1531908967676649472,JusticeMyanmar,rt hk leader carrie lam was among the first foreign signatories to meet dassk after the rohingya genocide now hkg and ,2022-06-01,True,@JusticeMyanmar,Org,Myanmar, hk leader carrie lam was among the first foreign signatories to meet dassk after the rohingya genocide now hkg and ,6,25,6_rohingya_genocide_refugees_mizoram
1532582521132593152,Anfrel,rt the many authoritarian restrictions including against independent election monitoring work will likely result in a missed op ,2022-06-03,True,@Anfrel,Org,Asia, the many authoritarian restrictions including against independent election monitoring work will likely result in a missed op ,1,65,1_elections_asian_free_here
1532577168706117634,ChinHumanRights, welcomes the 2021 report on religious freedom in burma which references many of our documentation labeled it country of particular concern we now call on the us govt to follow up with concrete punitive actions on the junta ,2022-06-03,True,@ChinHumanRights,Org,Myanmar, welcomes the 2021 repo on religious freedom in burma which references many of our documentation labeled it country of paicular concern we now call on the us govt to follow up with concrete punitive actions on the junta ,0,95,0_myanmar_burma_military_myanmars
1532960724888199168,Altsean,rt latest altsean may junta and aa on the brink of war as displacement figures hit record high full briefer h ,2022-06-04,True,@Altsean,Org,Myanmar, latest altsean may junta and aa on the brink of war as displacement figures hit record high full briefer h ,-1,168,-1_people_at_to_in
1533252269201772544,Anfrel,its election day today in continues to urge authorities to take genuine efforts toward democratization and political reform in the country nonetheless anfrel wishes the people of cambodia a safe and peaceful ,2022-06-05,True,@Anfrel,Org,Asia,its election day today in continues to urge authorities to take genuine effos toward democratization and political reform in the country nonetheless anfrel wishes the people of cambodia a safe and peaceful ,1,65,1_elections_asian_free_here
1533632681618964481,PVamplify,rt nd burma joins csos and members including association of human rights defenders and promoters ,2022-06-06,True,@PVamplify,Org,Myanmar, nd burma joins csos and members including association of human rights defenders and promoters ,-1,168,-1_people_at_to_in
1533615553843064832,PVamplify,rt part of diaspora implores new to urgently act to prevent executions ,2022-06-06,True,@PVamplify,Org,Myanmar, pa of diaspora implores new to urgently act to prevent executions ,-1,168,-1_people_at_to_in
1533806084867207173,NUGMyanmar,rt on 05 06 22 union ministers of h e h e had a meeting with myanmar community includi ,2022-06-06,True,@NUGMyanmar,Govt,Myanmar, on 05 06 22 union ministers of h e h e had a meeting with myanmar community includi ,0,95,0_myanmar_burma_military_myanmars
1533734108131692544,NUGMyanmar,rt joint statement of interim chin national consultative council and ministry of humanitarian affairs and disaster management o ,2022-06-06,True,@NUGMyanmar,Govt,Myanmar, joint statement of interim chin national consultative council and ministry of humanitarian affairs and disaster management o ,-1,168,-1_people_at_to_in
1533814660494790658,Altsean,rt the juntas violence has reached unprecedented levels in may no idps exceeded 1 mil for the 1st time no people killed ,2022-06-06,True,@Altsean,Org,Myanmar, the juntas violence has reached unprecedented levels in may no idps exceeded 1 mil for the 1st time no people killed ,2,61,2_junta_13_juntas_they
1533619683588308992,Anfrel,rt yes on the election atmosphere leading up to commune polls undemocratic elements in the current legal fra ,2022-06-06,True,@Anfrel,Org,Asia, yes on the election atmosphere leading up to commune polls undemocratic elements in the current legal fra ,1,65,1_elections_asian_free_here
1533648448603705344,JusticeMyanmar,rt myanmar s military regime tries to resolve the power crisis by approving a controversial dam proposal in shan changing the ,2022-06-06,True,@JusticeMyanmar,Org,Myanmar, myanmar s military regime tries to resolve the power crisis by approving a controversial dam proposal in shan changing the ,0,95,0_myanmar_burma_military_myanmars
1533970442720903168,aapp_burma,rt ko paing khoon thar and ko thura thet bhone shan members of ec of minbu township studentsunion were sentenced to 3yrs in ,2022-06-07,True,@aapp_burma,Org,Myanmar, ko paing khoon thar and ko thura thet bhone shan members of ec of minbu township studentsunion were sentenced to 3yrs in ,2,61,2_junta_13_juntas_they
1534136194573168640,OCHAAsiaPac,rt accountability builds trust im happy we share such comprehensive information in our work at central and local level brav ,2022-06-07,True,@OCHAAsiaPac,Org,Asia Pacific, accountability builds trust im happy we share such comprehensive information in our work at central and local level brav ,-1,168,-1_people_at_to_in
1534027301364432897,PVamplify,rt bear in mind that many rights groups like  have all come out to criticise c ,2022-06-07,True,@PVamplify,Org,Myanmar, bear in mind that many rights groups like  have all come out to criticise c ,5,26,5_rights_human_violations_abuses
1534157898619797505,Altsean,rt altsean burma wishes every in and around the world a very happy pride month never forget that the first ever ,2022-06-07,True,@Altsean,Org,Myanmar, altsean burma wishes every in and around the world a very happy pride month never forget that the first ever ,0,95,0_myanmar_burma_military_myanmars
1534177544295038979,WomensPeaceNW,rtpanel ,2022-06-07,True,@WomensPeaceNW,Org,Myanmar,panel ,9,11,9_hybrid_register_debrief_sharing
1534098953830006784,cvdom2021,rt could stop using the word shadow government shadow government has an implied meaning that there is ,2022-06-07,True,@cvdom2021,Movement,Myanmar, could stop using the word shadow government shadow government has an implied meaning that there is ,-1,168,-1_people_at_to_in
1534171432246050816,ChinHumanRights,chin represents more than one tenth of the 1 million displaced persons across the country although they constitute only 1 percent of the population of according to data documented by ,2022-06-07,True,@ChinHumanRights,Org,Myanmar,chin represents more than one tenth of the 1 million displaced persons across the country although they constitute only 1 percent of the population of according to data documented by ,-1,168,-1_people_at_to_in
1534407957613400065,WITNESS_Asia,rt lawyers and activists can make a collection plan to gather essential videos and images that can help prove responsibility f ,2022-06-08,True,@WITNESS_Asia,Org,Asia, lawyers and activists can make a collection plan to gather essential videos and images that can help prove responsibility f ,-1,168,-1_people_at_to_in
1534544372402110464,Altsean,rt the juntas attack on democracy is relentless by mid may they had arrested 917 nld members 701 are still in detention ,2022-06-08,True,@Altsean,Org,Myanmar, the juntas attack on democracy is relentless by mid may they had arrested 917 nld members 701 are still in detention ,2,61,2_junta_13_juntas_they
1534530070169387008,ChinHumanRights, is excited to have our former colleague back aboard our team in a different capacity in collaboration with harvard law to focus on investigating gathering and preserving evidence of grave human rights abuses for future accountabilty ,2022-06-08,True,@ChinHumanRights,Org,Myanmar, is excited to have our former colleague back aboard our team in a different capacity in collaboration with harvard law to focus on investigating gathering and preserving evidence of grave human rights abuses for future accountabilty ,5,26,5_rights_human_violations_abuses
